order_id,customer_id,order_date,ship_date,store,category,quantity,unit_price,discount,tax,order_total,payment_method,promo_code,email
ORD-10201,C1491,2024/08/11,10/31/2024,Northridge,Beauty,5,$4,,N/A, 22.01 ,Card,WELCOME10,user845@csun.edu
ORD-10202,C1466,2024/10/29,11/10/24,Burbank,Home,1, 6.72 ,10%,, 6.60 ,Cash,NONE,
ORD-10203,C1362,09/13/24,12/06/2024,Northridge,Electronics,3,$23,NA,,65.78 USD,GiftCard,CLEARANCE,not_an_email
ORD-10204,C1587,2024-08-18,2024/11/06,Burbank,Apparel,4,$30,,, 117.74 ,ACH,CLEARANCE,not_an_email
ORD-10205,C1580,09/18/2024,2024/09/16,Northridge,Beauty,5,46.83,,, 236.93 ,GiftCard,WELCOME10,
ORD-10206,C1371,09/08/24,10/30/24,Northridge,Grocery,3,32.05,0.10,8.19, 94.37 ,Cash,BOGO,user655@csun.edu
ORD-10207,C1586,11/05/2024,"Aug 28, 2024",Northridge,Beauty,4, 38.82 ,,, 170.03 ,GiftCard,NONE,user163@gmail.com
ORD-10208,C1751,"Aug 21, 2024","Aug 19, 2024",Northridge,Electronics,5,13.19, 0.1 ,, 71.60 ,Card,HOLIDAY20,
ORD-10209,C1612,11/18/24,"Dec 01, 2024",Burbank,Beauty,1, 43.15 ,NA,,42.35 USD,ACH,WELCOME10,
ORD-10210,C1768,"Oct 09, 2024",2024-10-22,Pasadena,Home,3,3.00 USD,,$1,$9.32,Card,WELCOME10,not_an_email
ORD-10211,C1246,2024/10/02,2024/09/24,Northridge,Beauty,4,50.82 USD,NA,N/A,186.28,Card,CLEARANCE, 
ORD-10212,C1435,"Nov 24, 2024",10/22/24,Pasadena,Home,1,22.50 USD,,,22.67 USD,Card,BOGO, 
ORD-10213,C1141,2024/11/11,"Oct 13, 2024",Northridge,Apparel,5,44.19 USD,,$20.72, 238.77 ,GiftCard,CLEARANCE,not_an_email
ORD-10214,C1354,"Sep 18, 2024",2024/12/02,Pasadena,Grocery,4,$18,2%,,$78.47,ACH,CLEARANCE,
ORD-10215,C1252,"Nov 28, 2024",11/12/2024,Pasadena,Apparel,5,39.88 USD,0,18.94 USD,$218.32,ACH,CLEARANCE,user233@gmail.com
ORD-10216,C1084,2024/10/12,10/27/24,Pasadena,Home,3, 7.21 ,0,$2,19.35,Cash,WELCOME10,user633@gmail.com
ORD-10217,C1244,2024/09/04,08/31/2024,Northridge,Grocery,2,$40,,,81.54,ACH,NONE,user815@csun.edu
ORD-10218,C1232,08/05/24,"Sep 16, 2024",Pasadena,Grocery,5,20.40,,,$103.23,ACH,HOLIDAY20,
ORD-10219,C1107,2024/10/12,"Aug 17, 2024",Burbank,Grocery,5,30.61 USD,NA,,156.48 USD,Card,NONE,
ORD-10220,C1360,2024-08-04,"Sep 27, 2024",Burbank,Beauty,5,15.57,,N/A,$77.06,Card,CLEARANCE,
ORD-10221,C1702,11/21/24,2024/08/20,Online,Electronics,5,$57.84,0.10,,$286,GiftCard,CLEARANCE,user588@gmail.com
ORD-10222,C1199,09/24/2024,"Aug 16, 2024",Pasadena,Electronics,2,$33.99,,,$70.60,GiftCard,BOGO,
ORD-10223,C1460,2024-08-30,10/08/24,Northridge,Beauty,1,27.02,0,2.47, 28.45 ,ACH,HOLIDAY20,user685@csun.edu
ORD-10224,C1637,08/13/2024,08/14/2024,Burbank,Electronics,4,20.19 USD,0.17,,73.77 USD,Cash,NONE,
ORD-10225,C1094,08/22/2024,09/27/24,Pasadena,Home,5, 54.36 ,,,250.25,Cash,NONE,
ORD-10226,C1294,"Oct 21, 2024","Nov 21, 2024",Northridge,Beauty,4,12.25,,N/A,$47,GiftCard,WELCOME10,
ORD-10227,C1749,2024/10/25,2024-11-17,Pasadena,Apparel,3,$47.12, 0.1 ,N/A,126.30 USD,ACH,BOGO,
ORD-10228,C1177,2024/11/18,2024/08/14,Online,Grocery,5,$33.84, 0.1 , 14.70 , 169.41 ,GiftCard,CLEARANCE,user326@gmail.com
ORD-10229,C1246,08/28/2024,"Aug 02, 2024",Northridge,Home,3, 14.20 ,,,$41.46,ACH,NONE,
ORD-10230,C1680,10/29/2024,"Nov 20, 2024",Online,Home,4,28.68 USD, 0.1 ,,117.96,Cash,BOGO, 
ORD-10231,C1021,10/06/24,2024-10-13,Online,Apparel,1,3.00,0.02,,$3,GiftCard,WELCOME10, 
ORD-10232,C1034,2024-10-10,09/05/2024,Online,Home,1,29.03 USD,0,, 26.38 ,GiftCard,CLEARANCE,user751@csun.edu
ORD-10233,C1161,"Sep 07, 2024",2024-09-20,Pasadena,Electronics,3,$32,,,$84,Card,CLEARANCE,user219@csun.edu
ORD-10234,C1500,2024/10/31,"Aug 13, 2024",Pasadena,Electronics,2,$32.26,,,$62,Card,CLEARANCE,
ORD-10235,C1129,2024/10/23,2024-12-12,Burbank,Beauty,1,50.54,9%,$4.36,50.20,GiftCard,NONE, 
ORD-10236,C1790,08/23/2024,"Nov 27, 2024",Burbank,Home,4,44.56 USD,,,178.05 USD,Cash,CLEARANCE,
ORD-10237,C1764,09/26/24,2024-10-28,Pasadena,Apparel,5, 6.48 ,NA,,$35,Card,HOLIDAY20,user289@csun.edu
ORD-10238,C1201,09/16/24,11/21/2024,Online,Apparel,4, 14.27 ,NA,N/A, 61.26 ,Card,HOLIDAY20,
ORD-10239,C1371,2024/09/14,2024-10-06,Pasadena,Home,1, 25.46 ,0,N/A,$28,ACH,CLEARANCE,user618@gmail.com
ORD-10240,C1230,2024/09/11,2024-10-16,Northridge,Grocery,3,30.47 USD, 0.1 ,,$100,Card,CLEARANCE,not_an_email
ORD-10241,C1603,2024-09-24,2024-10-16,Pasadena,Apparel,2, 39.51 , 0.1 ,$7.51,$87,ACH,WELCOME10, 
ORD-10242,C1675,2024/10/11,2024/11/29,Pasadena,Electronics,1,$31.81,0%,$3.02,$35,ACH,BOGO, 
ORD-10243,C1622,11/08/24,2024-10-04,Pasadena,Apparel,1,$29.46,0.19,$2, 26.22 ,Cash,HOLIDAY20,user839@gmail.com
ORD-10244,C1379,09/25/24,2024/08/28,Pasadena,Grocery,1,66.81,NA,,57.26 USD,GiftCard,NONE,
ORD-10245,C1021,08/13/2024,09/27/2024,Online,Grocery,2,12.95,NA,N/A, 28.36 ,GiftCard,WELCOME10,
ORD-10246,C1062,2024-09-11,09/19/24,Pasadena,Home,1,$20.29,,N/A, 21.49 ,ACH,NONE,not_an_email
ORD-10247,C1420,"Sep 20, 2024",08/29/2024,Northridge,Apparel,2, 37.36 ,14%, 6.09 ,70.19 USD,Cash,CLEARANCE, 
ORD-10248,C1025,"Aug 07, 2024",08/17/24,Northridge,Electronics,5,$3.00,,$1.43,16.43,Cash,CLEARANCE,not_an_email
ORD-10249,C1325,"Aug 13, 2024",11/19/24,Burbank,Grocery,1,55.85,NA,, 56.45 ,ACH,BOGO, 
ORD-10250,C1114,2024-08-08,2024/09/14,Northridge,Electronics,5,$16,0,, 76.33 ,Cash,CLEARANCE, 
ORD-10251,C1069,2024/11/05,2024/12/11,Northridge,Grocery,3,42.19 USD,0,,$133,Cash,BOGO,
ORD-10252,C1424,11/05/24,"Sep 24, 2024",Pasadena,Beauty,3,3.00 USD, 0.1 ,0.78 USD,9.01 USD,ACH,WELCOME10,user794@gmail.com
ORD-10253,C1376,2024/11/26,08/15/24,Pasadena,Electronics,1,$42.27,0.12,3.52,$40.58,GiftCard,CLEARANCE,user797@gmail.com
ORD-10254,C1024,09/22/24,"Sep 28, 2024",Pasadena,Home,3,62.30 USD,,17.00,195.90 USD,GiftCard,CLEARANCE,
ORD-10255,C1303,11/01/2024,"Sep 15, 2024",Online,Home,5,3.00,,$1.33,15.31 USD,Card,NONE,
ORD-10256,C1775,09/12/24,10/15/2024,Online,Grocery,3, 17.66 ,0.10,N/A,$52.13,GiftCard,NONE,user321@csun.edu
ORD-10257,C1776,2024/09/06,"Aug 24, 2024",Pasadena,Beauty,2,$31.31,0.20,, 54.73 ,GiftCard,NONE,user500@gmail.com
ORD-10258,C1774,2024-10-30,2024/11/11,Northridge,Home,2,46.32,5%,N/A,96.51 USD,GiftCard,HOLIDAY20, 
ORD-10259,C1420,08/13/2024,10/30/2024,Burbank,Electronics,5,$43.92,,,$210.27,GiftCard,BOGO,user53@csun.edu
ORD-10260,C1525,"Nov 19, 2024",10/18/24,Pasadena,Apparel,5,$25.25,11%,,$123.58,Card,WELCOME10,not_an_email
ORD-10261,C1493,"Aug 10, 2024","Aug 05, 2024",Online,Electronics,1,$61,0,,59.91,Cash,CLEARANCE,
ORD-10262,C1120,09/24/24,08/02/2024,Burbank,Apparel,5,3.00 USD,14%,,$14.20,Card,WELCOME10,
ORD-10263,C1749,11/11/24,10/16/2024,Northridge,Beauty,2,$32,22%,4.68,53.93 USD,Card,WELCOME10,user270@csun.edu
ORD-10264,C1537,2024/08/26,10/12/2024,Online,Apparel,1,24.90,NA,,$27.26,GiftCard,WELCOME10,
ORD-10265,C1061,11/20/2024,"Oct 20, 2024",Online,Beauty,5,$20,0%,,110.02,Cash,NONE,user961@gmail.com
ORD-10266,C1463,2024/09/30,2024-10-05,Pasadena,Electronics,2,$3,,0.50 USD,$6,ACH,BOGO,user244@gmail.com
ORD-10267,C1510,2024/11/21,2024/09/20,Northridge,Beauty,5,$14.06, 0.1 ,N/A,$64,Card,NONE,user417@csun.edu
ORD-10268,C1103,2024/08/09,2024/09/09,Online,Beauty,1,46.48 USD,,,$49,Cash,BOGO,
ORD-10269,C1584,2024-09-30,2024-10-03,Online,Beauty,5, 28.35 , 0.1 ,,138.70 USD,ACH,BOGO,user689@csun.edu
ORD-10270,C1463,2024-11-03,2024/10/23,Pasadena,Electronics,1, 21.91 ,0,1.92 USD, 22.11 ,GiftCard,BOGO,user41@csun.edu
ORD-10271,C1464,09/23/2024,08/20/2024,Northridge,Apparel,3,37.27,NA,, 122.44 ,Cash,NONE,
ORD-10272,C1393,"Aug 24, 2024","Sep 25, 2024",Pasadena,Apparel,2,$13,14%,,$24,ACH,WELCOME10,not_an_email
ORD-10273,C1331,2024-11-27,2024-11-26,Northridge,Beauty,5, 40.43 ,,,193.47,Card,CLEARANCE,user633@csun.edu
ORD-10274,C1287,2024-08-25,2024/10/12,Online,Apparel,3, 39.70 ,0,N/A,115.97 USD,GiftCard,WELCOME10,user369@gmail.com
ORD-10275,C1382,2024/10/05,09/11/2024,Northridge,Apparel,5,37.88,,,$201.45,Cash,HOLIDAY20,not_an_email
ORD-10276,C1310,11/18/2024,08/17/2024,Pasadena,Home,1,42.12,NA,4.00 USD, 46.12 ,Cash,BOGO,user60@csun.edu
ORD-10277,C1003,08/09/2024,2024/12/02,Burbank,Home,5, 40.39 ,5%,,$209.27,ACH,BOGO,user567@csun.edu
ORD-10278,C1566,08/21/2024,12/09/2024,Pasadena,Electronics,2,25.20,14%,$4,47.23 USD,Card,WELCOME10,not_an_email
ORD-10279,C1633,"Aug 24, 2024",2024-08-14,Northridge,Electronics,1,38.79, 0.1 ,,$42,ACH,NONE, 
ORD-10280,C1101,2024/10/14,2024-11-22,Burbank,Grocery,4,4.73 USD, 0.1 ,, 17.87 ,GiftCard,NONE, 
ORD-10281,C1501,2024/09/16,2024-10-13,Online,Home,1,$38.56,0,3.23 USD, 37.20 ,GiftCard,CLEARANCE, 
ORD-10282,C1172,2024-09-24,"Oct 02, 2024",Pasadena,Electronics,5,$54,,25.68 USD,296.03 USD,ACH,NONE,not_an_email
ORD-10283,C1223,10/26/24,"Aug 12, 2024",Northridge,Home,2,33.70,0,,$61,Card,BOGO,user779@csun.edu
ORD-10284,C1579,08/11/2024,08/06/24,Online,Beauty,3,19.91,0,,53.40,Cash,CLEARANCE,
ORD-10285,C1688,09/16/2024,2024/10/10,Pasadena,Beauty,2,65.52 USD, 0.1 ,, 125.96 ,GiftCard,CLEARANCE,
ORD-10286,C1696,2024-09-12,2024-08-22,Pasadena,Beauty,5,$53.29, 0.1 ,N/A,275.02 USD,Card,WELCOME10,
ORD-10287,C1118,2024/09/01,"Oct 12, 2024",Online,Apparel,1,44.50 USD,0,,43.96,Cash,CLEARANCE,
ORD-10288,C1637,2024-10-18,2024/11/25,Burbank,Electronics,2, 24.46 ,,N/A,$40.92,ACH,CLEARANCE,not_an_email
ORD-10289,C1102,"Sep 18, 2024","Sep 29, 2024",Pasadena,Home,2, 16.66 ,,,27.87,ACH,BOGO,
ORD-10290,C1679,2024-09-20,08/26/2024,Pasadena,Apparel,2,$28,NA,,$57,ACH,WELCOME10,
ORD-10291,C1148,2024-11-05,09/01/2024,Online,Home,4,15.59 USD,,,$59,Card,HOLIDAY20,user767@gmail.com
ORD-10292,C1722,11/07/2024,"Aug 16, 2024",Pasadena,Home,1,$27,NA,N/A,$29.26,Card,HOLIDAY20,not_an_email
ORD-10293,C1424,"Sep 03, 2024",2024/12/13,Northridge,Grocery,3, 30.50 ,,, 95.26 ,Cash,WELCOME10,
ORD-10294,C1410,10/28/24,10/20/24,Pasadena,Beauty,3, 20.04 ,,N/A,58.89,Cash,NONE,user228@csun.edu
ORD-10295,C1575,2024/08/03,2024/10/03,Burbank,Apparel,4, 37.22 ,,,123.44,GiftCard,NONE,not_an_email
ORD-10296,C1226,2024-10-26,10/27/2024,Northridge,Electronics,3,26.14,NA,N/A,75.94,Cash,BOGO,user781@csun.edu
ORD-10297,C1722,11/01/2024,"Oct 25, 2024",Burbank,Grocery,3, 29.94 ,24%,,74.66 USD,ACH,WELCOME10,not_an_email
ORD-10298,C1347,10/24/24,2024-09-20,Online,Beauty,4,$49.33, 0.1 ,,209.75 USD,Cash,WELCOME10,not_an_email
ORD-10299,C1503,"Sep 28, 2024",10/02/24,Northridge,Apparel,5,32.72 USD,NA,N/A,$179,GiftCard,HOLIDAY20,
ORD-10300,C1478,09/14/2024,2024-10-24,Northridge,Home,4,$33.97,,10.86 USD,$125,Cash,CLEARANCE,user114@gmail.com
ORD-10301,C1179,"Aug 12, 2024",2024-12-08,Burbank,Apparel,5,$29.07,0,N/A, 123.07 ,ACH,WELCOME10, 
ORD-10302,C1226,08/23/24,11/28/24,Northridge,Beauty,1,$40.10, 0.1 ,,38.66,Card,HOLIDAY20,
ORD-10303,C1135,11/03/2024,10/05/2024,Northridge,Apparel,4,17.43 USD,0.14,,65.54,ACH,HOLIDAY20,user148@csun.edu
ORD-10304,C1311,10/24/2024,10/14/24,Online,Grocery,2,$20.91,8%,3.66 USD, 42.20 ,Card,NONE,not_an_email
ORD-10305,C1119,10/09/24,11/10/2024,Northridge,Beauty,1,$12.13,NA,,11.92,ACH,HOLIDAY20,
ORD-10306,C1164,09/10/2024,"Sep 19, 2024",Burbank,Grocery,3,21.81,0.04,N/A,$69,ACH,WELCOME10,user182@gmail.com
ORD-10307,C1185,11/18/24,11/10/24,Northridge,Home,3,40.98,NA,,134.61 USD,GiftCard,CLEARANCE,
ORD-10308,C1146,2024-10-24,"Sep 11, 2024",Pasadena,Grocery,2, 33.22 ,,$6,64.14,GiftCard,CLEARANCE,user859@gmail.com
ORD-10309,C1720,09/13/2024,"Oct 07, 2024",Online,Grocery,2,$35.79,0.03,N/A,$76,Cash,CLEARANCE,user642@csun.edu
ORD-10310,C1018,09/22/2024,"Nov 29, 2024",Northridge,Beauty,5,9.18 USD,,,50.24,ACH,BOGO,not_an_email
ORD-10311,C1403,2024/10/25,2024-08-04,Pasadena,Beauty,4,$51.42,0,N/A,$188,Cash,NONE,
ORD-10312,C1374,10/31/24,"Oct 14, 2024",Northridge,Grocery,3,$42.00,,$10.75,123.93 USD,Cash,NONE,user835@csun.edu
ORD-10313,C1791,08/09/24,11/23/24,Burbank,Grocery,1,14.73,NA, 1.21 ,13.99 USD,Cash,BOGO,not_an_email
ORD-10314,C1534,2024/08/16,"Sep 24, 2024",Pasadena,Apparel,5, 27.30 ,0,N/A,$128.74,ACH,NONE, 
ORD-10315,C1657,2024/11/28,2024/10/15,Northridge,Electronics,4,$28,0%,N/A,$122,ACH,WELCOME10,not_an_email
ORD-10316,C1172,10/15/2024,12/07/24,Pasadena,Electronics,1,$3.79,NA,$0.35,$4,Cash,BOGO,user403@csun.edu
ORD-10317,C1047,10/28/24,"Aug 25, 2024",Northridge,Home,5,$20.69,NA,$10,109.99,Card,BOGO,not_an_email
ORD-10318,C1783,09/05/2024,2024-10-31,Northridge,Apparel,2,$24.94,0,N/A,$50,ACH,CLEARANCE, 
ORD-10319,C1336,"Oct 07, 2024",2024/09/06,Pasadena,Grocery,2,20.57 USD,,,45.06 USD,Cash,BOGO,
ORD-10320,C1788,10/12/2024,"Nov 13, 2024",Online,Beauty,3, 32.45 , 0.1 ,,$99.72,ACH,WELCOME10,user378@csun.edu
ORD-10321,C1590,"Oct 08, 2024",10/17/24,Online,Grocery,5, 9.28 ,0,,46.62 USD,Cash,NONE,
ORD-10322,C1706,2024/10/27,11/18/2024,Online,Electronics,1,$53.41, 0.1 ,,$54,ACH,CLEARANCE,user89@csun.edu
ORD-10323,C1112,2024/08/29,08/27/24,Online,Home,2,$3.00,,0.57, 6.57 ,GiftCard,CLEARANCE,
ORD-10324,C1451,2024-10-03,10/27/24,Pasadena,Electronics,3, 7.04 ,,$2.01, 23.14 ,ACH,HOLIDAY20,not_an_email
ORD-10325,C1107,08/30/24,2024/12/03,Online,Electronics,5,$40.15,10%,17.12,$197,Cash,CLEARANCE,
ORD-10326,C1794,09/19/2024,10/03/24,Online,Home,4,31.01 USD,16%,N/A,114.19,Card,HOLIDAY20,user131@gmail.com
ORD-10327,C1139,2024-08-24,"Nov 16, 2024",Pasadena,Beauty,1,56.45,,N/A,$54.67,GiftCard,BOGO,
ORD-10328,C1431,"Aug 15, 2024","Sep 05, 2024",Online,Home,5,37.19,,,190.91 USD,Cash,WELCOME10,
ORD-10329,C1018,"Sep 18, 2024",2024/11/23,Pasadena,Home,5, 41.58 ,,,$163,GiftCard,BOGO,user399@csun.edu
ORD-10330,C1204,2024/09/22,"Nov 14, 2024",Pasadena,Grocery,1,$42,NA, 3.69 ,$42.56,GiftCard,BOGO,user161@gmail.com
ORD-10331,C1314,2024/08/09,"Sep 01, 2024",Pasadena,Electronics,5,52.38,,N/A,286.76,Card,WELCOME10,
ORD-10332,C1686,"Oct 04, 2024",2024-11-11,Burbank,Beauty,5,$10.04,0,4.67,$53.78,ACH,BOGO,
ORD-10333,C1097,11/26/2024,2024-09-30,Pasadena,Apparel,4,$51.52,,$19.58,225.66,Card,HOLIDAY20,
ORD-10334,C1149,08/20/24,11/10/24,Northridge,Electronics,3,$5.52, 0.1 ,N/A,16.04,GiftCard,WELCOME10,user620@gmail.com
ORD-10335,C1338,10/20/2024,2024/10/08,Pasadena,Beauty,1,5.14 USD,0.08,$0,5.16,Card,CLEARANCE,not_an_email
ORD-10336,C1686,"Nov 04, 2024",09/04/24,Online,Home,2,$19.51,NA,, 40.81 ,Card,HOLIDAY20,
ORD-10337,C1231,09/10/24,11/16/24,Online,Electronics,4, 27.74 ,0.00,, 121.52 ,ACH,WELCOME10,not_an_email
ORD-10338,C1006,2024-09-17,09/18/24,Pasadena,Grocery,4, 34.32 , 0.1 ,9.82,$113,Cash,BOGO,
ORD-10339,C1527,10/11/24,2024-09-26,Pasadena,Electronics,3, 53.45 ,0.03,$15,170.08,Cash,HOLIDAY20,user874@csun.edu
ORD-10340,C1077,10/13/2024,12/11/24,Online,Electronics,2, 19.42 ,NA,,39.40 USD,GiftCard,BOGO,user882@csun.edu
ORD-10341,C1623,08/29/24,2024/10/22,Northridge,Electronics,2,$28,0%,N/A,$61.12,ACH,HOLIDAY20, 
ORD-10342,C1747,"Nov 19, 2024",2024-11-05,Burbank,Home,5, 26.95 ,0%,,$147.55,ACH,NONE,user320@gmail.com
ORD-10343,C1484,2024/11/07,"Nov 25, 2024",Online,Electronics,3,$20.49, 0.1 ,,58.91 USD,GiftCard,CLEARANCE,
ORD-10344,C1672,09/13/24,11/10/2024,Pasadena,Apparel,2, 47.72 ,0,,$100.05,Cash,HOLIDAY20, 
ORD-10345,C1419,"Oct 05, 2024",2024-10-12,Online,Grocery,5,$22.43,,N/A,$123,Card,NONE,
ORD-10346,C1639,2024/09/10,2024-12-08,Northridge,Home,2,$3.00, 0.1 ,N/A,5.95,Card,HOLIDAY20,
ORD-10347,C1086,2024/08/13,2024/10/04,Burbank,Apparel,4, 3.00 ,0,N/A,11.87 USD,Card,WELCOME10,
ORD-10348,C1048,"Nov 09, 2024",11/18/24,Online,Grocery,4,50.45 USD,,,205.82 USD,ACH,WELCOME10,
ORD-10349,C1777,"Aug 21, 2024",11/30/24,Northridge,Apparel,3, 29.96 ,1%,,$97.53,Card,CLEARANCE, 
ORD-10350,C1660,"Aug 16, 2024","Aug 14, 2024",Northridge,Beauty,2, 42.91 ,0,N/A,$94,Card,CLEARANCE,
ORD-10193,C1125,2024-08-09,2024-10-03,Pasadena,Beauty,5,$48,NA,,232.53 USD,Card,BOGO,USER123@GMAIL.COM
ORD-10257,C1776,2024/09/06,"Aug 24, 2024",Pasadena,Beauty,2,$31.31,0.20,, 54.73 ,GiftCard,NONE,user500@gmail.com
ORD-10170,C1516,10/18/24,"Nov 07, 2024",Burbank,Home,2,$29.88,,N/A,54.65,Card,CLEARANCE,user533@gmail.com
ORD-10068,C1464,2024-11-24,12/08/24,Northridge,Apparel,1,$3.70,0,,$4,Cash,BOGO,user800@csun.edu
ORD-10202,C1466,2024/10/29,11/10/24,Burbank,Home,1, 6.72 ,10%,, 6.60 ,Cash,NONE,
ORD-10103,C1722,2024-09-19,09/20/24,Northridge,Electronics,1,$3, 0.1 , 0.29 ,3.29,GiftCard,BOGO,user708@gmail.com
